Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved (Y/N),Speed of Answer (seconds),Satisfaction Rating
C0413,Martha,2021-01-07,14:09,Streaming,Y,Y,83,4
C0414,Greg,2021-01-07,15:28,Technical Support,N,,161,
C0415,Greg,2021-01-07,10:43,Admin Support,Y,Y,56,3
C0416,Becky,2021-01-07,15:22,Technical Support,Y,Y,37,1
C0417,Diane,2021-01-07,12:28,Streaming,Y,N,30,1
C0418,Dan,2021-01-07,16:14,Streaming,Y,Y,97,2
C0419,Martha,2021-01-07,14:58,Streaming,Y,N,71,5
C0420,Stewart,2021-01-07,09:54,Streaming,N,,156,
C0421,Becky,2021-01-07,10:36,Admin Support,Y,Y,102,4
C0422,Dan,2021-01-07,12:58,Technical Support,Y,Y,93,4
C0423,Joe,2021-01-07,11:18,Technical Support,Y,Y,50,4
C0424,Diane,2021-01-07,12:41,Payment related,Y,N,63,5
C0425,Joe,2021-01-07,12:34,Technical Support,Y,Y,49,3
C0426,Jim,2021-01-07,11:14,Contract related,Y,Y,75,4
C0427,Dan,2021-01-07,15:14,Streaming,Y,Y,119,5
C0428,Diane,2021-01-07,15:48,Payment related,N,,199,
C0429,Dan,2021-01-07,12:53,Streaming,Y,N,104,4
C0430,Stewart,2021-01-07,14:45,Contract related,Y,Y,39,5
C0431,Greg,2021-01-07,16:31,Streaming,Y,Y,92,3
C0432,Stewart,2021-01-07,14:00,Contract related,Y,Y,106,3
C0433,Stewart,2021-01-07,16:55,Streaming,Y,Y,33,5
C0434,Stewart,2021-01-08,16:04,Payment related,Y,Y,58,3
C0435,Becky,2021-01-08,10:10,Admin Support,N,,233,
C0436,Stewart,2021-01-08,11:45,Streaming,Y,Y,54,5
C0437,Jim,2021-01-08,11:11,Contract related,N,,200,
C0438,Jim,2021-01-08,16:49,Streaming,Y,N,93,3
C0439,Joe,2021-01-08,14:59,Streaming,Y,Y,55,3
C0440,Stewart,2021-01-08,16:05,Technical Support,Y,Y,23,4
C0441,Jim,2021-01-08,15:46,Streaming,Y,Y,36,5
C0442,Stewart,2021-01-08,13:24,Technical Support,Y,Y,88,4
C0443,Joe,2021-01-08,15:10,Streaming,N,,187,
C0444,Martha,2021-01-08,08:16,Streaming,Y,Y,108,2
C0445,Stewart,2021-01-08,17:05,Payment related,Y,Y,18,4
C0446,Becky,2021-01-08,15:38,Streaming,Y,Y,39,4
C0447,Greg,2021-01-08,14:59,Payment related,Y,Y,65,4
C0448,Jim,2021-01-08,16:09,Technical Support,Y,Y,99,4
C0449,Jim,2021-01-08,13:06,Streaming,Y,N,75,5
C0450,Joe,2021-01-08,11:25,Technical Support,Y,Y,84,4
C0451,Stewart,2021-01-08,12:24,Streaming,Y,Y,48,3
C0452,Dan,2021-01-08,11:03,Admin Support,Y,Y,59,5
C0453,Diane,2021-01-08,12:48,Payment related,N,,254,
C0454,Joe,2021-01-08,13:34,Payment related,Y,Y,65,5
C0455,Dan,2021-01-08,15:32,Streaming,Y,Y,36,5
C0456,Jim,2021-01-08,16:08,Technical Support,N,,205,
C0457,Dan,2021-01-08,11:52,Admin Support,Y,N,118,2
C0458,Stewart,2021-01-08,12:25,Contract related,Y,N,16,5
C0459,Becky,2021-01-08,14:33,Streaming,Y,Y,89,5
C0460,Martha,2021-01-08,17:59,Payment related,Y,Y,83,5
C0461,Becky,2021-01-08,16:16,Payment related,Y,Y,37,3
C0462,Becky,2021-01-08,10:38,Streaming,N,,192,
C0463,Joe,2021-01-08,15:03,Contract related,N,,152,
C0464,Greg,2021-01-08,12:50,Technical Support,N,,259,
C0465,Diane,2021-01-08,15:06,Streaming,N,,206,
C0466,Greg,2021-01-08,15:20,Payment related,Y,Y,71,3
C0467,Joe,2021-01-08,16:47,Admin Support,N,,255,
C0468,Dan,2021-01-08,09:50,Streaming,Y,Y,114,5
C0469,Dan,2021-01-08,16:01,Streaming,N,,257,
C0470,Joe,2021-01-08,09:02,Streaming,Y,Y,62,5
C0471,Martha,2021-01-08,13:40,Payment related,Y,Y,72,3
C0472,Stewart,2021-01-08,16:37,Technical Support,N,,183,
C0473,Martha,2021-01-08,15:44,Technical Support,Y,Y,88,5
C0474,Diane,2021-01-08,11:14,Payment related,Y,Y,17,5
C0475,Jim,2021-01-08,17:43,Technical Support,Y,Y,117,1
C0476,Greg,2021-01-08,11:51,Payment related,Y,Y,63,5
C0477,Joe,2021-01-08,13:13,Technical Support,Y,Y,89,2
C0478,Stewart,2021-01-08,13:42,Payment related,Y,Y,102,2
C0479,Stewart,2021-01-08,09:17,Contract related,Y,Y,98,3
C0480,Diane,2021-01-08,10:48,Contract related,Y,N,91,4
C0481,Jim,2021-01-08,11:08,Payment related,N,,183,
C0482,Becky,2021-01-08,17:25,Payment related,Y,N,119,3
C0483,Joe,2021-01-08,15:14,Contract related,Y,Y,36,5
C0484,Greg,2021-01-08,16:11,Streaming,Y,Y,118,4
C0485,Stewart,2021-01-08,17:43,Payment related,Y,Y,54,4
C0486,Greg,2021-01-08,16:23,Payment related,Y,Y,21,5
C0487,Martha,2021-01-08,14:39,Technical Support,Y,Y,102,4
C0488,Dan,2021-01-08,11:03,Streaming,Y,Y,87,5
C0489,Stewart,2021-01-08,17:09,Contract related,Y,Y,57,4
C0490,Jim,2021-01-08,10:40,Streaming,Y,N,36,4
C0491,Martha,2021-01-08,10:50,Streaming,Y,Y,69,5
C0492,Diane,2021-01-08,12:02,Payment related,N,,264,
C0493,Diane,2021-01-08,11:53,Streaming,Y,N,43,5
C0494,Martha,2021-01-08,12:08,Technical Support,Y,Y,120,1
C0495,Stewart,2021-01-08,17:29,Technical Support,Y,Y,77,4
C0496,Becky,2021-01-08,10:58,Streaming,Y,N,42,5
C0497,Martha,2021-01-08,14:10,Technical Support,Y,Y,96,3
C0498,Jim,2021-01-08,14:03,Payment related,Y,Y,103,2
C0499,Greg,2021-01-08,13:07,Technical Support,Y,Y,95,1
C0500,Greg,2021-01-08,12:06,Payment related,Y,Y,28,4
C0501,Martha,2021-01-08,14:18,Admin Support,Y,Y,114,3
C0502,Stewart,2021-01-08,13:12,Payment related,Y,Y,78,5
C0503,Stewart,2021-01-08,15:30,Streaming,Y,Y,29,5
C0504,Martha,2021-01-08,15:09,Admin Support,Y,Y,47,4
C0505,Greg,2021-01-09,17:18,Technical Support,Y,Y,20,5
C0506,Stewart,2021-01-09,12:43,Technical Support,Y,N,20,1
C0507,Dan,2021-01-09,10:41,Technical Support,N,,229,
C0508,Martha,2021-01-09,11:46,Technical Support,Y,Y,66,5
C0509,Joe,2021-01-09,11:24,Admin Support,Y,N,29,3
C0510,Dan,2021-01-09,15:54,Streaming,N,,211,
C0511,Joe,2021-01-09,16:43,Streaming,Y,Y,18,5
C0512,Dan,2021-01-09,16:46,Technical Support,Y,N,71,1
C0513,Jim,2021-01-09,11:20,Payment related,Y,N,88,5
C0514,Stewart,2021-01-09,11:42,Technical Support,Y,Y,70,4
C0515,Becky,2021-01-09,11:22,Streaming,N,,264,
C0516,Jim,2021-01-09,17:03,Payment related,Y,N,78,5
C0517,Stewart,2021-01-09,09:31,Streaming,N,,156,
C0518,Becky,2021-01-09,13:35,Technical Support,Y,Y,117,4
C0519,Joe,2021-01-09,09:31,Technical Support,N,,245,
C0520,Becky,2021-01-09,15:06,Technical Support,Y,Y,26,5
C0521,Greg,2021-01-09,17:40,Contract related,Y,Y,73,5
C0522,Diane,2021-01-09,12:03,Admin Support,Y,N,91,4
C0523,Joe,2021-01-09,15:45,Streaming,Y,Y,58,4
C0524,Greg,2021-01-09,14:51,Technical Support,Y,Y,36,4
C0525,Becky,2021-01-09,16:47,Streaming,Y,Y,65,3
C0526,Stewart,2021-01-09,16:12,Streaming,Y,N,101,4
C0527,Joe,2021-01-09,15:28,Payment related,N,,167,
C0528,Jim,2021-01-09,17:00,Payment related,Y,Y,80,5
C0529,Dan,2021-01-09,17:44,Payment related,Y,Y,91,4
C0530,Becky,2021-01-09,11:56,Technical Support,Y,Y,46,3
C0531,Joe,2021-01-09,17:18,Admin Support,Y,Y,110,4
C0532,Stewart,2021-01-09,16:35,Payment related,N,,230,
C0533,Greg,2021-01-09,11:13,Payment related,N,,166,
C0534,Dan,2021-01-09,17:41,Technical Support,Y,Y,29,5
C0535,Becky,2021-01-09,14:37,Payment related,N,,218,
C0536,Becky,2021-01-09,11:54,Admin Support,Y,Y,33,2
C0537,Dan,2021-01-09,09:17,Contract related,Y,Y,22,5
C0538,Jim,2021-01-09,11:48,Technical Support,Y,Y,101,5
C0539,Becky,2021-01-09,16:47,Streaming,Y,N,51,5
C0540,Becky,2021-01-09,09:24,Technical Support,Y,Y,85,2
C0541,Joe,2021-01-09,15:12,Admin Support,N,,240,
C0542,Diane,2021-01-09,15:23,Admin Support,N,,187,
C0543,Martha,2021-01-09,13:43,Streaming,Y,Y,63,1
C0544,Dan,2021-01-09,11:16,Streaming,N,,150,
C0545,Dan,2021-01-09,12:45,Streaming,N,,226,
C0546,Greg,2021-01-09,09:59,Technical Support,Y,Y,115,5
C0547,Martha,2021-01-09,14:11,Admin Support,Y,Y,66,2
C0548,Stewart,2021-01-09,11:13,Technical Support,Y,N,94,4
C0549,Jim,2021-01-09,17:52,Streaming,Y,Y,97,4
C0550,Stewart,2021-01-09,14:02,Technical Support,Y,Y,47,4
C0551,Stewart,2021-01-09,11:58,Technical Support,Y,Y,52,5
C0552,Martha,2021-01-09,10:32,Contract related,Y,N,83,4
C0553,Diane,2021-01-09,14:13,Contract related,Y,Y,83,5
C0554,Dan,2021-01-10,14:04,Streaming,Y,Y,24,2
C0555,Martha,2021-01-10,16:35,Payment related,Y,Y,64,4
C0556,Jim,2021-01-10,12:20,Technical Support,Y,Y,107,4
C0557,Jim,2021-01-10,15:37,Payment related,Y,N,28,3
C0558,Martha,2021-01-10,15:38,Technical Support,N,,198,
C0559,Jim,2021-01-10,12:42,Technical Support,Y,Y,65,5
C0560,Dan,2021-01-10,16:18,Technical Support,N,,251,
C0561,Stewart,2021-01-10,16:41,Contract related,Y,N,33,2
C0562,Becky,2021-01-10,08:38,Technical Support,N,,189,
C0563,Stewart,2021-01-10,11:47,Streaming,N,,258,
C0564,Dan,2021-01-10,13:10,Streaming,N,,174,
C0565,Jim,2021-01-10,10:42,Contract related,N,,220,
C0566,Martha,2021-01-10,13:35,Technical Support,Y,Y,107,4
C0567,Dan,2021-01-10,17:22,Payment related,Y,Y,23,5
C0568,Stewart,2021-01-10,11:28,Payment related,Y,Y,87,4
C0569,Dan,2021-01-10,16:27,Streaming,Y,Y,109,4
C0570,Dan,2021-01-10,11:23,Payment related,Y,Y,72,4
C0571,Martha,2021-01-10,11:35,Streaming,Y,N,120,3
C0572,Martha,2021-01-10,14:16,Payment related,N,,258,
C0573,Becky,2021-01-10,13:01,Admin Support,Y,Y,48,4
C0574,Dan,2021-01-10,17:30,Technical Support,Y,N,108,5
C0575,Martha,2021-01-10,10:32,Technical Support,Y,Y,118,5
C0576,Dan,2021-01-10,15:48,Technical Support,Y,N,99,5
C0577,Joe,2021-01-10,10:46,Contract related,Y,N,44,2
C0578,Diane,2021-01-10,12:02,Technical Support,Y,Y,73,5
C0579,Stewart,2021-01-10,09:41,Streaming,N,,231,
C0580,Greg,2021-01-10,16:53,Payment related,Y,Y,63,4
C0581,Martha,2021-01-10,15:53,Technical Support,Y,N,81,4
C0582,Joe,2021-01-10,16:22,Admin Support,N,,150,
C0583,Joe,2021-01-10,13:08,Streaming,Y,Y,42,3
C0584,Martha,2021-01-10,10:38,Payment related,Y,Y,29,4
C0585,Dan,2021-01-10,13:13,Payment related,Y,Y,31,4
C0586,Jim,2021-01-10,10:40,Contract related,Y,Y,38,4
C0587,Jim,2021-01-10,12:36,Contract related,Y,N,25,3
C0588,Joe,2021-01-10,14:30,Streaming,N,,226,
C0589,Dan,2021-01-10,10:37,Payment related,Y,Y,102,4
C0590,Martha,2021-01-10,13:37,Streaming,Y,Y,40,4
C0591,Becky,2021-01-10,17:43,Admin Support,Y,Y,93,4
C0592,Martha,2021-01-10,16:34,Streaming,Y,N,84,5
C0593,Becky,2021-01-10,16:49,Technical Support,Y,Y,82,4
C0594,Becky,2021-01-10,17:30,Technical Support,Y,N,104,4
C0595,Joe,2021-01-10,12:16,Admin Support,N,,160,
C0596,Becky,2021-01-10,11:56,Technical Support,Y,N,15,4
C0597,Becky,2021-01-10,10:00,Payment related,Y,Y,61,2
C0598,Greg,2021-01-10,12:37,Technical Support,Y,Y,93,3
C0599,Diane,2021-01-10,15:48,Technical Support,Y,Y,62,4
C0600,Stewart,2021-01-10,13:19,Admin Support,Y,Y,99,2
C0601,Dan,2021-01-10,11:50,Streaming,Y,N,117,4
C0602,Jim,2021-01-11,10:40,Admin Support,N,,210,
C0603,Martha,2021-01-11,17:27,Streaming,Y,Y,19,5
C0604,Greg,2021-01-11,17:25,Payment related,Y,N,119,3
C0605,Diane,2021-01-11,13:00,Contract related,N,,216,
C0606,Diane,2021-01-11,11:02,Payment related,Y,Y,98,1
C0607,Becky,2021-01-11,10:17,Technical Support,Y,Y,81,1
C0608,Martha,2021-01-11,15:58,Technical Support,Y,Y,89,4
C0609,Diane,2021-01-11,17:17,Payment related,Y,N,88,1
C0610,Martha,2021-01-11,10:32,Payment related,Y,Y,29,5
C0611,Greg,2021-01-11,17:56,Payment related,N,,222,
C0612,Stewart,2021-01-11,13:15,Contract related,Y,Y,90,5
C0613,Martha,2021-01-11,13:16,Technical Support,Y,Y,104,3
C0614,Jim,2021-01-11,11:22,Payment related,Y,Y,66,4
C0615,Dan,2021-01-11,16:04,Technical Support,Y,N,49,3
C0616,Diane,2021-01-11,15:59,Technical Support,Y,N,48,3
C0617,Stewart,2021-01-11,11:15,Streaming,Y,N,101,5
C0618,Jim,2021-01-11,13:00,Admin Support,Y,Y,88,5
C0619,Greg,2021-01-11,13:48,Technical Support,Y,Y,82,5
C0620,Jim,2021-01-11,13:34,Technical Support,Y,Y,37,4
C0621,Joe,2021-01-11,10:33,Technical Support,Y,Y,63,4
C0622,Greg,2021-01-11,12:39,Streaming,Y,Y,93,4
C0623,Diane,2021-01-11,10:27,Technical Support,Y,Y,66,3
C0624,Diane,2021-01-11,10:08,Admin Support,Y,N,86,4
C0625,Dan,2021-01-11,12:09,Technical Support,Y,Y,32,5
C0626,Stewart,2021-01-11,16:33,Admin Support,Y,Y,87,1
C0627,Jim,2021-01-11,09:10,Streaming,Y,N,27,4
C0628,Stewart,2021-01-11,12:23,Payment related,N,,182,
C0629,Martha,2021-01-11,12:26,Technical Support,Y,Y,88,4
C0630,Greg,2021-01-11,14:11,Technical Support,Y,Y,109,4
C0631,Greg,2021-01-11,09:39,Technical Support,N,,261,
C0632,Stewart,2021-01-11,10:51,Technical Support,Y,Y,24,2
C0633,Stewart,2021-01-11,12:20,Payment related,Y,Y,65,3
C0634,Stewart,2021-01-11,13:55,Payment related,Y,Y,36,3
C0635,Diane,2021-01-11,08:46,Payment related,N,,239,
C0636,Dan,2021-01-11,15:13,Technical Support,Y,N,75,4
C0637,Martha,2021-01-11,08:25,Streaming,Y,Y,64,3
C0638,Joe,2021-01-11,11:18,Payment related,Y,N,18,1
C0639,Stewart,2021-01-11,12:58,Contract related,Y,N,49,4
C0640,Dan,2021-01-11,10:44,Payment related,Y,N,87,4
C0641,Greg,2021-01-11,14:34,Contract related,Y,Y,26,4
C0642,Dan,2021-01-11,12:16,Technical Support,Y,N,32,4
C0643,Joe,2021-01-11,13:00,Contract related,Y,Y,70,5
C0644,Jim,2021-01-11,14:50,Technical Support,Y,N,70,4
C0645,Becky,2021-01-11,10:47,Admin Support,Y,Y,95,3
C0646,Greg,2021-01-11,15:58,Technical Support,Y,N,67,3
C0647,Greg,2021-01-11,09:08,Streaming,Y,Y,104,4
C0648,Dan,2021-01-11,10:01,Streaming,Y,Y,28,3
C0649,Jim,2021-01-11,10:28,Streaming,Y,Y,58,4
C0650,Stewart,2021-01-11,15:31,Technical Support,Y,Y,111,5
C0651,Becky,2021-01-11,09:49,Streaming,Y,Y,47,5
C0652,Diane,2021-01-11,16:07,Technical Support,N,,181,
C0653,Diane,2021-01-11,15:02,Technical Support,Y,Y,41,4
C0654,Stewart,2021-01-11,15:19,Streaming,Y,N,85,4
C0655,Greg,2021-01-11,11:40,Streaming,N,,260,
C0656,Diane,2021-01-11,15:07,Payment related,Y,Y,50,4
C0657,Jim,2021-01-11,12:15,Contract related,Y,Y,103,4
C0658,Dan,2021-01-12,15:15,Technical Support,Y,Y,112,4
C0659,Dan,2021-01-12,09:41,Payment related,Y,Y,44,3
C0660,Stewart,2021-01-12,14:41,Admin Support,Y,Y,103,4
C0661,Jim,2021-01-12,15:16,Technical Support,Y,Y,104,4
C0662,Stewart,2021-01-12,14:34,Technical Support,Y,N,91,5
C0663,Dan,2021-01-12,14:04,Technical Support,N,,219,
C0664,Becky,2021-01-12,12:00,Payment related,N,,229,
C0665,Diane,2021-01-12,16:49,Technical Support,Y,N,119,4
C0666,Dan,2021-01-12,13:31,Payment related,Y,Y,29,2
C0667,Dan,2021-01-12,15:02,Streaming,Y,Y,39,2
C0668,Becky,2021-01-12,14:53,Payment related,Y,Y,47,1
C0669,Martha,2021-01-12,11:45,Streaming,N,,233,
C0670,Martha,2021-01-12,13:56,Technical Support,Y,Y,110,5
C0671,Jim,2021-01-12,12:23,Admin Support,Y,Y,24,5
C0672,Martha,2021-01-12,09:13,Streaming,Y,Y,39,4
C0673,Dan,2021-01-12,11:40,Payment related,Y,N,113,4
C0674,Becky,2021-01-12,12:29,Contract related,Y,Y,66,4
C0675,Joe,2021-01-12,15:34,Contract related,N,,220,
C0676,Stewart,2021-01-12,17:20,Technical Support,Y,N,56,4
C0677,Becky,2021-01-12,14:13,Admin Support,N,,182,
C0678,Joe,2021-01-12,12:28,Contract related,Y,Y,51,4
C0679,Greg,2021-01-12,13:56,Streaming,N,,177,
C0680,Greg,2021-01-12,16:01,Contract related,Y,Y,88,3
C0681,Dan,2021-01-12,09:22,Streaming,Y,Y,44,3
C0682,Becky,2021-01-12,11:36,Payment related,Y,Y,56,5
C0683,Martha,2021-01-12,10:52,Payment related,Y,N,88,4
C0684,Stewart,2021-01-12,15:58,Technical Support,N,,203,
C0685,Diane,2021-01-12,17:07,Payment related,N,,268,
C0686,Becky,2021-01-12,08:49,Streaming,Y,Y,87,3
C0687,Dan,2021-01-12,13:14,Streaming,Y,Y,72,5
C0688,Diane,2021-01-12,14:05,Technical Support,Y,Y,58,2
C0689,Becky,2021-01-12,14:03,Technical Support,Y,Y,104,3
C0690,Diane,2021-01-12,10:35,Technical Support,Y,Y,93,5
C0691,Martha,2021-01-12,13:15,Technical Support,Y,Y,88,2
C0692,Stewart,2021-01-12,15:27,Technical Support,Y,Y,18,5
C0693,Joe,2021-01-12,10:22,Payment related,Y,N,44,3
C0694,Martha,2021-01-12,12:48,Streaming,Y,N,33,5
C0695,Stewart,2021-01-12,16:00,Payment related,Y,Y,17,4
C0696,Diane,2021-01-12,15:13,Technical Support,Y,Y,94,5
C0697,Jim,2021-01-12,10:44,Technical Support,N,,217,
C0698,Jim,2021-01-12,09:10,Technical Support,Y,Y,21,4
C0699,Becky,2021-01-12,17:04,Payment related,Y,N,61,5
C0700,Becky,2021-01-12,08:55,Streaming,Y,N,27,5
C0701,Martha,2021-01-12,13:38,Streaming,Y,Y,106,1
C0702,Greg,2021-01-12,11:33,Technical Support,Y,Y,59,5
C0703,Diane,2021-01-12,12:19,Contract related,N,,185,
C0704,Greg,2021-01-12,16:40,Contract related,N,,254,
C0705,Greg,2021-01-12,17:35,Streaming,Y,Y,32,2
C0706,Diane,2021-01-12,12:43,Technical Support,Y,Y,54,5
C0707,Dan,2021-01-12,12:34,Streaming,Y,Y,117,3
C0708,Dan,2021-01-12,10:44,Technical Support,N,,248,
C0709,Dan,2021-01-12,10:59,Technical Support,Y,N,30,3
C0710,Jim,2021-01-12,16:09,Admin Support,N,,202,
C0711,Joe,2021-01-12,17:19,Payment related,N,,231,
C0712,Dan,2021-01-12,17:17,Admin Support,Y,Y,112,5
C0713,Diane,2021-01-12,14:38,Payment related,Y,Y,25,5
C0714,Joe,2021-01-12,13:32,Payment related,Y,N,77,4
C0715,Jim,2021-01-12,10:14,Technical Support,N,,268,
C0716,Diane,2021-01-12,11:26,Payment related,N,,246,
C0717,Joe,2021-01-12,11:11,Contract related,Y,Y,73,5
C0718,Jim,2021-01-12,12:49,Payment related,N,,242,
C0719,Jim,2021-01-12,11:39,Technical Support,Y,N,20,5
C0720,Becky,2021-01-12,11:34,Contract related,Y,Y,112,4
C0721,Joe,2021-01-12,09:18,Technical Support,Y,N,74,3
C0722,Jim,2021-01-12,11:58,Payment related,N,,209,
C0723,Martha,2021-01-12,16:28,Payment related,Y,N,104,4
C0724,Jim,2021-01-13,12:28,Streaming,Y,Y,40,5
C0725,Dan,2021-01-13,09:20,Payment related,Y,Y,72,4
C0726,Becky,2021-01-13,09:45,Payment related,N,,228,
C0727,Becky,2021-01-13,17:24,Streaming,Y,Y,99,5
C0728,Dan,2021-01-13,10:09,Admin Support,Y,Y,108,5
C0729,Dan,2021-01-13,13:40,Streaming,Y,Y,94,5
C0730,Joe,2021-01-13,08:31,Technical Support,Y,N,45,3
C0731,Becky,2021-01-13,15:29,Technical Support,Y,Y,85,3
C0732,Diane,2021-01-13,14:52,Streaming,Y,Y,19,3
C0733,Greg,2021-01-13,08:36,Technical Support,Y,Y,37,3
C0734,Dan,2021-01-13,11:42,Contract related,Y,Y,19,2
C0735,Becky,2021-01-13,11:23,Admin Support,Y,N,23,3
C0736,Greg,2021-01-13,10:44,Technical Support,Y,Y,41,4
C0737,Martha,2021-01-13,10:46,Technical Support,Y,N,105,3
C0738,Greg,2021-01-13,14:20,Technical Support,N,,195,
C0739,Joe,2021-01-13,17:39,Technical Support,Y,Y,38,5
C0740,Diane,2021-01-13,11:18,Streaming,Y,Y,30,5
C0741,Becky,2021-01-13,11:39,Technical Support,Y,Y,96,3
C0742,Greg,2021-01-13,14:44,Technical Support,Y,Y,85,3
C0743,Stewart,2021-01-13,08:43,Technical Support,Y,Y,18,5
C0744,Stewart,2021-01-13,10:53,Contract related,Y,Y,19,4
C0745,Joe,2021-01-13,13:40,Contract related,Y,Y,115,5
C0746,Greg,2021-01-13,17:03,Payment related,Y,Y,17,3
C0747,Stewart,2021-01-13,15:51,Streaming,Y,N,58,5
C0748,Dan,2021-01-13,14:53,Payment related,Y,Y,115,5
C0749,Jim,2021-01-13,15:20,Technical Support,Y,N,62,4
C0750,Greg,2021-01-13,17:13,Streaming,Y,Y,40,5
C0751,Joe,2021-01-13,13:01,Contract related,Y,Y,76,5
C0752,Stewart,2021-01-13,13:49,Streaming,N,,255,
C0753,Dan,2021-01-13,17:33,Streaming,Y,Y,81,2
C0754,Martha,2021-01-13,11:02,Technical Support,N,,163,
C0755,Greg,2021-01-13,13:42,Streaming,Y,Y,41,3
C0756,Stewart,2021-01-13,10:17,Admin Support,Y,Y,35,3
C0757,Martha,2021-01-13,08:39,Streaming,Y,Y,33,5
C0758,Diane,2021-01-13,16:36,Streaming,Y,N,84,4
C0759,Jim,2021-01-13,10:30,Streaming,Y,Y,37,5
C0760,Joe,2021-01-13,16:40,Payment related,Y,N,106,5
C0761,Joe,2021-01-13,16:05,Payment related,Y,N,104,4
C0762,Joe,2021-01-13,13:43,Technical Support,N,,168,
C0763,Greg,2021-01-13,16:39,Contract related,Y,Y,100,4
C0764,Joe,2021-01-13,16:20,Technical Support,Y,Y,76,4
C0765,Stewart,2021-01-13,10:49,Payment related,Y,Y,119,5
C0766,Martha,2021-01-13,10:35,Admin Support,Y,Y,67,3
C0767,Joe,2021-01-13,11:10,Technical Support,Y,N,90,4
C0768,Stewart,2021-01-13,17:36,Technical Support,Y,Y,24,5
C0769,Joe,2021-01-13,15:53,Streaming,Y,Y,27,5
C0770,Martha,2021-01-13,10:25,Payment related,Y,Y,119,4
C0771,Jim,2021-01-13,13:42,Streaming,N,,263,
C0772,Jim,2021-01-13,14:48,Admin Support,Y,Y,52,4
C0773,Diane,2021-01-13,14:12,Payment related,Y,Y,101,3
C0774,Stewart,2021-01-13,17:27,Contract related,Y,Y,80,4
C0775,Jim,2021-01-13,10:18,Technical Support,Y,Y,105,4
C0776,Greg,2021-01-13,17:07,Contract related,Y,Y,65,4
C0777,Becky,2021-01-13,15:25,Technical Support,Y,Y,32,3
C0778,Stewart,2021-01-13,12:59,Admin Support,Y,N,100,2
C0779,Jim,2021-01-13,08:41,Streaming,N,,234,
C0780,Martha,2021-01-13,12:08,Streaming,Y,N,115,5
C0781,Dan,2021-01-13,17:39,Technical Support,Y,N,64,4
C0782,Jim,2021-01-13,10:38,Payment related,N,,180,
C0783,Becky,2021-01-13,15:17,Contract related,Y,Y,19,4
C0784,Joe,2021-01-13,15:07,Contract related,Y,N,82,5
C0785,Greg,2021-01-13,17:49,Technical Support,Y,N,26,3
C0786,Martha,2021-01-13,14:42,Payment related,Y,Y,93,2
C0787,Jim,2021-01-13,12:49,Technical Support,Y,Y,108,4
C0788,Greg,2021-01-13,12:51,Technical Support,Y,N,110,3
C0789,Jim,2021-01-13,15:16,Payment related,Y,Y,99,5
C0790,Jim,2021-01-13,16:39,Technical Support,Y,Y,115,3
C0791,Greg,2021-01-14,14:17,Streaming,Y,Y,90,5
C0792,Dan,2021-01-14,15:23,Technical Support,Y,Y,117,4
C0793,Dan,2021-01-14,08:05,Payment related,N,,257,
C0794,Becky,2021-01-14,13:26,Streaming,Y,Y,41,4
C0795,Greg,2021-01-14,16:03,Admin Support,Y,Y,66,4
C0796,Diane,2021-01-14,13:48,Technical Support,Y,Y,33,4
C0797,Joe,2021-01-14,12:18,Technical Support,Y,Y,20,2
C0798,Becky,2021-01-14,14:22,Payment related,Y,Y,49,3
C0799,Becky,2021-01-14,09:41,Technical Support,Y,Y,101,4
C0800,Dan,2021-01-14,10:21,Technical Support,Y,Y,23,1
C0801,Joe,2021-01-14,09:06,Technical Support,Y,Y,19,1
C0802,Diane,2021-01-14,09:38,Contract related,Y,Y,30,2
C0803,Dan,2021-01-14,14:24,Contract related,Y,Y,74,4
C0804,Greg,2021-01-14,09:29,Admin Support,Y,Y,113,3
C0805,Greg,2021-01-14,10:04,Admin Support,Y,Y,22,3
C0806,Joe,2021-01-14,16:11,Streaming,N,,175,
C0807,Joe,2021-01-14,14:11,Streaming,Y,Y,93,4
C0808,Greg,2021-01-14,17:45,Streaming,Y,Y,47,5
C0809,Dan,2021-01-14,08:31,Payment related,Y,Y,64,3
C0810,Becky,2021-01-14,15:57,Payment related,Y,N,77,4
C0811,Martha,2021-01-14,12:46,Technical Support,Y,N,119,5
C0812,Stewart,2021-01-14,10:34,Technical Support,Y,Y,97,2
C0813,Martha,2021-01-14,14:21,Admin Support,Y,Y,40,3
C0814,Diane,2021-01-14,09:24,Technical Support,Y,Y,103,4
C0815,Joe,2021-01-14,09:40,Payment related,Y,Y,107,5
C0816,Martha,2021-01-14,11:24,Admin Support,Y,Y,118,4
C0817,Stewart,2021-01-14,17:02,Streaming,Y,Y,30,3
C0818,Joe,2021-01-14,15:33,Contract related,N,,218,
C0819,Diane,2021-01-14,10:37,Contract related,Y,Y,98,1
C0820,Jim,2021-01-14,17:39,Streaming,Y,Y,95,1
C0821,Martha,2021-01-14,11:50,Technical Support,Y,Y,119,5
C0822,Diane,2021-01-14,10:38,Streaming,Y,Y,109,4
C0823,Dan,2021-01-14,11:43,Technical Support,N,,177,
C0824,Dan,2021-01-14,15:37,Technical Support,Y,Y,68,3
C0825,Joe,2021-01-14,12:10,Streaming,Y,Y,116,5
C0826,Dan,2021-01-14,14:49,Streaming,Y,Y,37,5
