CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0167,Female,No,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.87,408.48,No
CUST-0168,Female,No,No,No,15,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.09,1416.25,No
CUST-0169,Male,No,Yes,No,38,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,65.94,2488.99,Yes
CUST-0170,Female,No,No,No,6,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,83.1,535.42,Yes
CUST-0171,Female,No,Yes,Yes,42,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),55.0,2314.68,No
CUST-0172,Male,No,Yes,Yes,33,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Electronic check,54.37,1804.44,No
CUST-0173,Male,No,No,Yes,32,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,77.96,2537.63,No
CUST-0174,Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.36,482.67,Yes
CUST-0175,Male,No,No,Yes,14,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,93.91,1329.55,No
CUST-0176,Male,No,No,No,23,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,40.65,923.79,No
CUST-0177,Female,No,Yes,No,12,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),48.19,597.36,No
CUST-0178,Female,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),92.53,5924.77,No
CUST-0179,Male,No,Yes,No,5,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.42,319.6,No
CUST-0180,Female,No,No,No,22,No,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),82.82,1859.56,No
CUST-0181,Female,Yes,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),48.62,1166.78,No
CUST-0182,Male,No,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.96,944.86,Yes
CUST-0183,Female,No,Yes,No,4,No,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),84.93,368.97,Yes
CUST-0184,Female,No,No,No,28,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Two year,No,Mailed check,68.89,1972.12,No
CUST-0185,Female,No,Yes,Yes,71,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Two year,No,Credit card (automatic),51.67,3685.73,No
CUST-0186,Male,No,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,48.83,277.53,Yes
CUST-0187,Female,No,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1155.55,Yes
CUST-0188,Female,No,No,No,24,No,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,77.3,1897.17,Yes
CUST-0189,Male,Yes,Yes,No,11,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),71.71,772.61,No
CUST-0190,Male,No,No,Yes,39,Yes,No phone service,DSL,No,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,46.71,1844.16,Yes
CUST-0191,Female,No,Yes,Yes,22,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,74.2,1681.19,Yes
CUST-0192,Female,Yes,Yes,Yes,24,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),90.79,2166.8,Yes
CUST-0193,Male,No,No,Yes,13,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,87.38,1179.91,Yes
CUST-0194,Male,No,No,No,6,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,80.78,520.12,Yes
CUST-0195,Female,No,No,No,44,No,No phone service,DSL,Yes,No internet service,No,No,Yes,No,Two year,No,Electronic check,49.76,2194.61,No
CUST-0196,Female,No,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.54,200.38,Yes
CUST-0197,Male,No,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.35,658.67,No
CUST-0198,Female,No,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,63.12,1629.06,Yes
CUST-0199,Female,No,Yes,Yes,38,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,Yes,Mailed check,94.06,3603.46,No
CUST-0200,Female,Yes,No,No,40,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,One year,No,Credit card (automatic),50.16,2046.63,No
CUST-0201,Female,No,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.1,1096.96,No
CUST-0202,Male,No,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.12,2479.91,No
CUST-0203,Male,No,No,No,23,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,68.79,1581.61,Yes
CUST-0204,Female,No,Yes,No,12,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),85.94,1050.67,No
CUST-0205,Female,No,No,No,9,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,41.64,419.61,Yes
CUST-0206,Male,Yes,Yes,No,23,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Mailed check,67.92,1595.28,No
CUST-0207,Female,Yes,No,Yes,2,No,No phone service,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,69.63,179.25,Yes
CUST-0208,Female,Yes,Yes,No,3,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,97.76,321.32,Yes
CUST-0209,Female,No,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.75,2262.48,No
CUST-0210,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.36,106.01,No
CUST-0211,Male,No,Yes,No,62,Yes,No,DSL,No,No,No internet service,No,No,No internet service,Two year,No,Electronic check,66.73,4153.0,Yes
CUST-0212,Male,No,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,72.26,1553.81,Yes
CUST-0213,Female,Yes,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.37,853.76,Yes
CUST-0214,Male,No,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.58,1611.36,Yes
CUST-0215,Female,No,No,No,6,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,70.45,467.68,No
CUST-0216,Female,Yes,Yes,No,39,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,46.11,1831.45,No
CUST-0217,Male,No,Yes,No,12,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,63.42,764.72,No
CUST-0218,Female,Yes,No,Yes,16,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),66.48,1099.94,No
CUST-0219,Female,Yes,No,No,21,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),43.92,962.95,No
CUST-0220,Female,No,Yes,No,20,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),56.12,1167.17,No
CUST-0221,Female,Yes,No,No,4,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.25,293.5,No
CUST-0222,Male,No,Yes,Yes,13,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,One year,No,Electronic check,61.52,831.45,No
CUST-0223,Male,No,No,No,71,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,No,Mailed check,90.83,6475.66,No
CUST-0224,Male,No,Yes,No,43,No,No phone service,DSL,No,No,No internet service,No,Yes,No,One year,No,Mailed check,45.51,1998.1,No
CUST-0225,Male,Yes,Yes,Yes,51,Yes,No,DSL,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,47.7,2443.07,No
CUST-0226,Female,No,Yes,No,47,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,89.61,4242.66,No
CUST-0227,Female,No,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.12,1168.84,Yes
CUST-0228,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,88.69,1058.1,Yes
CUST-0229,Female,No,Yes,No,38,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),72.32,2743.87,No
CUST-0230,Male,Yes,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.04,1260.11,No
CUST-0231,Male,No,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.41,575.79,No
CUST-0232,Male,Yes,Yes,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,52.2,458.83,Yes
CUST-0233,Female,No,Yes,No,13,No,No phone service,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,40.72,520.25,No
CUST-0234,Male,No,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.88,333.04,No
CUST-0235,Male,No,Yes,No,4,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),70.36,272.26,No
CUST-0236,Female,No,No,No,22,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,55.78,1235.2,No
CUST-0237,Male,No,No,Yes,5,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),68.83,362.72,Yes
CUST-0238,Female,No,Yes,Yes,20,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),45.32,919.22,Yes
CUST-0239,Female,No,No,No,12,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.85,726.68,No
CUST-0240,Female,No,Yes,No,26,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),70.98,1873.42,No
CUST-0241,Male,No,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),74.95,5315.05,No
CUST-0242,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.48,441.4,Yes
CUST-0243,Female,No,Yes,No,45,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),61.25,2758.3,No
CUST-0244,Female,No,No,Yes,33,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),47.97,1586.57,No
CUST-0245,Male,Yes,No,Yes,8,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),94.62,775.62,Yes
CUST-0246,Female,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Mailed check,98.62,2513.91,No
CUST-0247,Female,No,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),48.0,1650.06,No
CUST-0248,Male,No,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,40.52,2168.56,No
CUST-0249,Male,No,No,Yes,61,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,63.44,3915.98,No
CUST-0250,Female,No,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),86.02,4253.02,No
CUST-0251,Female,No,Yes,No,15,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,66.75,1003.39,Yes
CUST-0252,Female,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,88.68,403.13,Yes
CUST-0253,Female,Yes,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),84.89,889.91,Yes
CUST-0254,Male,No,Yes,No,52,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,67.05,3521.51,Yes
CUST-0255,Female,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.41,26.68,Yes
CUST-0256,Female,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,68.8,470.86,Yes
CUST-0257,Female,No,No,No,26,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),71.37,1888.87,Yes
CUST-0258,Male,No,No,No,45,No,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,One year,No,Bank transfer (automatic),96.99,4411.38,Yes
CUST-0259,Male,No,No,No,19,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,99.23,1924.94,Yes
CUST-0260,Male,No,Yes,No,72,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),98.88,7148.55,Yes
CUST-0261,Male,No,Yes,No,46,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,No,Electronic check,94.35,4349.96,No
CUST-0262,Male,No,Yes,No,41,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Two year,No,Mailed check,72.03,2937.44,No
CUST-0263,Female,Yes,No,Yes,10,No,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),69.9,747.45,Yes
CUST-0264,Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.74,1869.02,No
CUST-0265,Male,Yes,No,No,1,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,59.78,106.75,Yes
CUST-0266,Female,No,Yes,Yes,1,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.88,58.55,No
CUST-0267,Female,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,83.53,938.03,No
CUST-0268,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.67,391.67,No
CUST-0269,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.25,1385.79,Yes
CUST-0270,Female,No,No,No,23,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.23,1923.64,No
CUST-0271,Female,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,65.63,1632.56,No
CUST-0272,Female,No,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.86,1449.95,Yes
CUST-0273,Female,No,No,No,14,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.65,1021.9,No
CUST-0274,Male,No,No,No,26,No,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,44.93,1152.01,No
CUST-0275,Female,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.99,552.46,Yes
CUST-0276,Male,Yes,No,No,3,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),76.1,210.6,Yes
CUST-0277,Male,No,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.43,937.22,No
CUST-0278,Male,No,Yes,No,8,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),84.78,699.43,Yes
CUST-0279,Female,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Electronic check,95.89,4303.1,No
CUST-0280,Female,No,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),42.11,1536.57,No
CUST-0281,Female,No,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.27,690.34,Yes
CUST-0282,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.61,215.64,Yes
CUST-0283,Female,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.53,853.31,No
CUST-0284,Male,No,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.08,743.15,Yes
